多线路央视备用新V4,#genre#
香港C+_-频道,http://ottproxy2.ist.ooo/livehls/MOB-U1-NO/03.m3u8
环球电视频道,http://utv1.hqtvzb.com:9999/hls/world.m3u8
私人影院频道,P2p://starvod.xyz:19806/74567d46c9a54cb8aab7bb35b7446cf2.ts
重温经典频道,http://m.061899.xyz/mg/cwjd
重温经典频道,http://php.jdshipin.com:8880/TVOD/iptv.php?id=cwjd
澳门莲花频道,http://live-hls.macaulotustv.com/lotustv/macaulotustv.m3u8

CHU综合Pdtv,http://rihou.cc:555/tv/[Pd]CHU综合
CH5综合Pdtv,http://rihou.cc:555/tv/[Pd]CH5综合
CH8综合Pdtv,http://rihou.cc:555/tv/[Pd]CH8综合
八度空间Pdtv,http://rihou.cc:555/tv/[Pd]八度空间

美亚电影频晴,P2p://starvod.xyz:19806/f9cdad09f3cc47bc83ba1d94167ebe64.ts
龙华电影频晴,P2p://starvod.xyz:19806/574ee66b78d44e6e81450ae523041523.ts
私人影院频晴,P2p://starvod.xyz:19806/74567d46c9a54cb8aab7bb35b7446cf2.ts
爱奇艺综频晴,P2p://starvod.xyz:19806/1cd1505d309948e596459856926cda41.ts
八度空间频晴,P2p://starvod.xyz:19806/ae2ec19c582f4a07baa35b40f91b4239.ts
















探索,#genre#

CHC影迷电影,http://sh.lnott.top:880/dx101.m3u8

GHC动作电影,http://sh.lnott.top:880/dx100.m3u8

pₒₚc电影频高,https://fr-us7.jdiptv.cc/live/popc.m3u8
pₒₚc电影频高,http://tl.061833.xyz/tl/popc



​动作电影频道,http://m.061899.xyz/mg/dzdy

家庭影院频道,http://m.061899.xyz/mg/jtyy
家庭影院频道,http://eastscreen.tv/ooooo.php?id=chcjt
影迷电影频道,http://m.061899.xyz/mg/ymdy
影迷电影频道,http://eastscreen.tv/ooooo.php?id=chchd
凤凰电影频道,http://iot-mqqt.111yao.cn:8080/live/diyp_fhdy“.m3u8
星空电影频道,http://iot-mqqt.111yao.cn:8080/live/diyp_starmovies.m3u8
星空音乐频道,http://iot-mqqt.111yao.cn:8080/live/diyp_channelv.m3u8
星空卫视频道,http://iot-mqqt.111yao.cn:8080/live/diyp_xingkong.m3u8
唐人卫视频道,https://ntd02.akamaized.net/HD-NY/tracks-v3a1/mono.m3u8
​

跳舞,https://livefta.malimarcdn.com/ftaedge00/hmongstartv.sdp/playlist.m3u8

鹰潭,https://47065.hlsplay.aodianyun.com/tv_radio_47065/tv_channel_2574.m3u8?auth_key=3306360579-0-0-643b91dca6504855a7f3b6c25fc65bae&extra_key=UIJC1IKvRr5RIQ8OO-Kb-jHvK3dZ23KL--EicHBaH9xLD4liBWqzvERJK0QtE6_x_bngd2X2NTmw2z8BGWgHZjryaqwp5XY9Ot_RNnw2BjyE36nTfjxs3IdTbnpcIPPQ0jkLid3iC5-SjntGIUKXzkSDQEw2zzOJiifOoOwsX0Y


景德镇新闻,http://play-sh.quklive.com/live/1724916607073321.flv




星空卫视,http://iot-mqqt.111yao.cn:8080/live/diyp_xingkong.m3u8
星空国际,http://iot-mqqt.111yao.cn:8080/live/diyp_starmovies.m3u8



CHC动作电影,http://113.195.172.192:808/hls/114/index.m3u8
CHC动作电影,http://nas.hssvm.com:8888/udp/225.1.1.215:5002
CHC动作电影,http://119.32.12.17:2901/udp/224.1.100.131:11111
CHC家庭影院,http://113.195.172.192:808/hls/113/index.m3u8
CHC家庭影院,http://61.162.52.6:8088/newlive/live/hls/60/live.m3u8
CHC家庭影院,http://nas.hssvm.com:8888/udp/225.1.1.213:5002
CHC影迷电影,http://113.195.172.192:808/hls/112/index.m3u8
CHC影迷电影,http://58.19.38.162:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0



冰冰电影,http://zzy789.xyz/douyu1.php?id=74374



爱奇艺,http://php.jdshipin.com/smt.php?id=Qiyi








番薯台,http://61.216.67.119:1935/TWHG/E1/chunklist_w7058102.m3u8?$2M1920x1080

番薯台,http://61.216.67.119:1935/TWHG/E1/chunklist_w7058102.m3u8?$2M1920x1080









星空卫视,http://iot-mqqt.111yao.cn:8080/live/diyp_xingkong.m3u8




奇光影院,http://zzy789.xyz/douyu1.php?id=8009547



CEC-1,http://play.cec-tv.com.cn/channel/cec-tv2.m3u8
CEC-2,http://play.cec-tv.com.cn/channel/cec-tv3.m3u8
CEC-3,http://play.cec-tv.com.cn/channel/cec-tv4.m3u8


莲花卫视,http://1033946631.cloudvdn.com/a.m3u8?domain=live-hdl.macaulotustv.com&player=1&streamid=lotustv:lotustv/macaulotustv&v3=1







韩国MBC频道,http://vod.mpmbc.co.kr:1935/live/encoder-tv/playlist.m3u8
韩国MBC频道,http://vod.mpmbc.co.kr:1935/live/encoder-tv/chunklist_w1225312834.m3u8





亮剑,http://hs.hls.huya.com/src/1239543153972-1239543153972-111350150620816364304-2479086431400-10057-A-0-1.m3u8?wsSecret=0dc8293de7c5810a9e76142daad47d90&wsTime=682e718a&ctype=tars_mp&fs=bgct&t=102&ver=1&sv=2025052108&seqid=2987330940740&uid=1239543153972&uuid=1120102680&Cf=cfss.cc

许氏三杰,http://hs.hls.huya.com/src/1524434070-1524434070-6547394475558174720-3048991596-10057-A-0-1.m3u8?wsSecret=7a3193ec5480c19cb54c6a3fde02cc85&wsTime=682e725e&ctype=tars_mp&fs=bgct&t=102&ver=1&sv=2025052108&seqid=1749312432423&uid=1524434070&uuid=1331687945&Cf=cfss.cc
















Red Bull,http://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_3360.m3u8







中视,rtmp://f13h.mine.nu/sat/tv091
华视,rtmp://f13h.mine.nu/sat/tv111
台视,rtmp://f13h.mine.nu/sat/tv071
民视,rtmp://f13h.mine.nu/sat/tv051




民视,http://198.16.100.186:8278/ftvhd_taiwan/playlist.m3u8?tid=MC8C5908644059086440&ct=19249&tsum=c96d2cd48b11d40ca9e97fb3addb1384

华视,http://198.16.100.186:8278/ctshd_twn/playlist.m3u8?tid=MC3C3582911835829118&ct=19249&tsum=f2c0c86801d43be647206c4ddb8e9ce6

中视,http://198.16.100.186:8278/zhongshihd_twn/playlist.m3u8?tid=MBDB6720263767202637&ct=19249&tsum=edd778f298b53c39b3b9706700032605









凤凰香港,http://203.205.191.53/qctv.fengshows.cn/live/0701phk72.m3u8



搜狐剧,https://hdl-vip-ws.qf.56.com/live/lc_11730.flv














新加坡,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8?zshijd

纬来精彩,http://61.221.215.25:8800/hls/48/index.m3u8






动物星球1,http://61.221.215.25:8800/hls/57/index.m3u8

中天娱乐,http://61.221.215.25:8800/hls/47/index.m3u8


NewTv动作电影,http://39.135.133.167:80/PLTV/88888888/224/3221225555/1.m3u8
剧集_TVB剧场1,http://huanqiuzhibo.cn/manifest/douyu.php?id=7655471
剧集_TVB剧场2,http://huanqiuzhibo.cn/manifest/douyu.php?id=4290711






剧集_TVB剧场2,http://huanqiuzhibo.cn/manifest/douyu.php?id=5522351

经典邵氏,http://lxajh.top/tv/douyu.php?id=4246519



电影大片,http://newstreamcdnct.inter.ptqy.gitv.tv/tslive/c57_fast_738_720P_t10/c57_fast_738_720P_t10.m3u8?d

美国电视,https://voa-ingest.akamaized.net/hls/live/2033876/tvmc07/playlist_1080.m3u8

见TV,http://tvpull.dxhmt.cn:9081/tv/11322-1.m3u8









TVBplus备3,https://vdm6-hw.nbgdsygs.com/live/h6-2.flv
星空卫视,http://iot-mqqt.111yao.cn:8080/live/diyp_xingkong.m3u8
星空国际,http://iot-mqqt.111yao.cn:8080/live/diyp_starmovies.m3u8

搜狐剧场,https://hdl-vip-ws.qf.56.com/live/lc_11730.flv


法国时尚,http://lb.streaming.sk/fashiontv/stream/chunklist_w1702070444.m3u8











一起观赏,#genre#
竹叶的熊猫,https://live.ottiptv.cc/douyu/3870925
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avatar_v3/201903/4b77c73f33f343b3a5acc11c20b69efe_big.jpg" group-title=
贝贝,https://live.ottiptv.cc/douyu/431460
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avatar_v3/202502/0cf244c436f94202aa7fc44661ee0370_big.jpg" group-title=
奇光主播,https://live.ottiptv.cc/douyu/8009547
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avatar_v3/202503/da18b6ea3de04032bfe5379d8f4f5aeb_big.jpg" group-title=
怡宝妹妹,https://live.ottiptv.cc/douyu/434971
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avatar_v3/201907/42dbbbd5f6234e96ac54d84287f8c47e_big.jpg" group-title=
橙記Orange,https://live.ottiptv.cc/douyu/4549169
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avatar_v3/202311/a5fb3ad558284de3a762463510748698_big.jpg" group-title=
精彩短剧看不停,https://live.ottiptv.cc/douyu/11824307
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avatar_v3/202510/27d981f5bd0a4b0d85bb8334d7a9964a_big.jpg" group-title=
奇光主播q,https://live.ottiptv.cc/douyu/12560807
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avatar_v3/202512/2d82b810bcb040168c3c66d5a2c66432_big.jpg" group-title=
 奇光主播e,https://live.ottiptv.cc/douyu/11849873
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avatar_v3/202101/3d5301184d0c4c9abc73d8fc94db111d_big.jpg" group-title=
龍組队长天昊,https://live.ottiptv.cc/douyu/1487654
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avatar_v3/202312/d87895b264f24dfdac6d6bb17410a96f_big.jpg" group-title=
萌小鬼,https://live.ottiptv.cc/douyu/3928
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avatar_v3/201909/13a0b26f642a4231ad377040d1c58d07_big.jpg" group-title=
伊太刀刀,https://live.ottiptv.cc/douyu/747764
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avatar/default/16_big.jpg" group-title=

 dw151295068,https://live.ottiptv.cc/douyu/12655359
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avatar_v3/202405/705c431734a34ced999840fb555fbc1a_big.jpg" group-title=
周杰伦颜老师,https://live.ottiptv.cc/douyu/7537296
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avatar_v3/202308/ed30c2a412654672bd59add6b8b7a5bd_big.jpg" group-title=
蓝翔新三国,https://live.ottiptv.cc/douyu/5908256
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avatar_v3/202010/25f11c7e91c94ea29bc130c53277e4c2_big.jpg" group-title=
当燕双鹰遇见李元芳,https://live.ottiptv.cc/douyu/3439096
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avatar/default/20_big.jpg" group-title=
用户4568615389,https://live.ottiptv.cc/douyu/12619438
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avatar_v3/202408/99a191d4381043a5bd99e78767e09713_big.jpg" group-title=

Poison丶冰冰,https://live.ottiptv.cc/douyu/74374
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avanew/face/201610/15/00/d31243bd06b6bf5ae33738019ab63b12_big.jpg" group-title=
刘少丶7012,https://live.ottiptv.cc/douyu/131977
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avatar_v3/202510/f38583e9b38f42e5b0ff9c94942480f1_big.jpg" group-title=
是阿酥,https://live.ottiptv.cc/douyu/11483133
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avatar_v3/202405/d174a8d3374743caa3389e0d046e2639_big.jpg" group-title=
十七岁的道姑,https://live.ottiptv.cc/douyu/3186217
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avatar/default/02_big.jpg" group-title=
贾贵队长真男神,https://live.ottiptv.cc/douyu/299854
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avatar_v3/201901/dc4863f939d54549a51ee130c54c3d78_big.jpg" group-title=
当幽兰剑遇上链子刀,https://live.ottiptv.cc/douyu/6027991
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avanew/face/201611/19/23/e535db4878625ed52ab5b0edfedb9f29_big.jpg" group-title=
粤语电影,https://live.ottiptv.cc/douyu/1226741
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avatar_v3/202201/f1567c8d2e314c2ca1a826db6637e14c_big.jpg" group-title=

当铁手团遇到光复社,https://live.ottiptv.cc/douyu/5875025
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avatar/default/04_big.jpg" group-title=
白了个痴,https://live.ottiptv.cc/douyu/319576
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avatar/010/51/61/02_avatar_big.jpg" group-title=

一起看懒猫是只喵,https://live.ottiptv.cc/douyu/260322
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avatar_v3/201905/e20be6dedf0744429f83acfe3bbcf704_big.jpg" group-title=
一起看师落,https://live.ottiptv.cc/douyu/6911044
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avatar_v3/202101/f1b622249ad24a8fa3d6a5885ece793d_big.jpg" group-title=

一起看蓝翔老三国,https://live.ottiptv.cc/douyu/7459925
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avatar_v3/202402/e5dac5afefc0471d88f76e418096a11d_big.jpg" group-title=
单纯的顺才少爷,https://live.ottiptv.cc/douyu/10084875
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avanew/face/201708/04/17/5ced31536273bed685f9f10a956145e5_big.jpg" group-title=
 疯狂尛瀦瀦,https://live.ottiptv.cc/douyu/4290711
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avatar/023/48/02/55_avatar_big.jpg" group-title=
我们可爱的程程,https://live.ottiptv.cc/douyu/329667
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avatar_v3/202512/04b0b22586754dbca4f033040b0448f8_big.jpg" group-title=
彼岸零可星球,https://live.ottiptv.cc/douyu/40471
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avatar_v3/202302/255f1eb5c0a4424eb83cea73b9299f68_big.jpg" group-title=
永远快乐的小美女,https://live.ottiptv.cc/douyu/6091425
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avatar_v3/202207/a34ef128255641c7826e4c866357a37f_big.jpg" group-title=
智仗心,https://live.ottiptv.cc/douyu/5635000
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avanew/face/201711/13/01/5ff52107c8b699108cccdb5e0750a466_big.jpg" group-title=
聚聚聚一个月,https://live.ottiptv.cc/douyu/4105989
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avatar_v3/201904/4887f1dde8c3ad35c367c2d46b76754a_big.jpg" group-title=
疯狂小潴潴,https://live.ottiptv.cc/douyu/5522351
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avatar_v3/202101/ec4aa66bcc8747c1a29284612c8bbd02_big.jpg" group-title=
飘洋过海来,https://live.ottiptv.cc/douyu/9548850
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avanew/face/201802/02/11/ed637cc2c43e94c6d841f5c1c75ac084_big.jpg" group-title=
Only丶邵氏,https://live.ottiptv.cc/douyu/4246519
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avatar_v3/202406/03f48fb671164fa4aa3d133823b5972b_big.jpg" group-title=
一起看刘松毅,https://live.ottiptv.cc/douyu/12128227
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avatar_v3/202102/bb169861fa7d47b1b62fa3c083a0ce97_big.jpg" group-title=
title=
 狄胖胖与李乖乖,https://live.ottiptv.cc/douyu/12183882
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avatar_v3/202008/2b375f18cb4e488ab5268dc0d0a478b5_big.jpg" group-title="
菠萝屋的海绵宝宝,https://live.ottiptv.cc/douyu/3949681
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avatar_v3/202407/36e960ea9abf4b219fb1238b755c266a_big.jpg" group-title=
万事通熊猫,https://live.ottiptv.cc/douyu/7812810
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avanew/face/201708/11/15/ce5b56c162e56be3c62c689f42629198_big.jpg" group-title=
苹果Zei妖,https://live.ottiptv.cc/douyu/2793084
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avanew/face/201706/29/11/e40191ab8b3fea78a9af4d7636ae27d6_big.jpg" group-title=
晓晓666666,https://live.ottiptv.cc/douyu/426517
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avatar_v3/202009/010c17645de24909a2346e4999e8a265_big.jpg" group-title=
牛奶味的梦猪猪,https://live.ottiptv.cc/douyu/5261342
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avatar_v3/202502/37db5d974e7f44189ca65528a1e6558f_big.jpg" group-title=
剧能下饭鹰,https://live.ottiptv.cc/douyu/11931032
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avatar_v3/202110/c8bfde51ded543efa82a3a67ef2585fd_big.jpg" group-title=
铁甲影院,https://live.ottiptv.cc/douyu/1274132
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avatar_v3/202002/88d304d4031047a482cfc165f42b7938_big.jpg" group-title=
狂拽酷炫,https://live.ottiptv.cc/douyu/4332
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avatar_v3/202303/7f280e4aff0d451b805d5454989c4278_big.jpg" group-title=
网神影厅,https://live.ottiptv.cc/douyu/508118
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avatar_v3/202502/34b7efbd221a44adab674a37e6237cc9_big.jpg" group-title=
JhZj丶天明,https://live.ottiptv.cc/douyu/1006179
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avanew/face/201802/03/18/7040873fd91e01c09fa1706d39f314b4_big.jpg" group-title=
鯋鱼辰辰,https://live.ottiptv.cc/douyu/7623292
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avatar_v3/202301/e284c3151ce745a59c8279b3a40f8ebc_big.jpg" group-title=
释放,https://live.ottiptv.cc/douyu/11391949
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avanew/face/201705/31/22/60b2898f9ca9b0e653bf7a4ad09a1a6e_big.jpg" group-title=
苹果Zei甜,https://live.ottiptv.cc/douyu/1174353
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avatar_v3/202304/ca72a1d2f56943428ef0ecdc04bfa10b_big.jpg" group-title=
成龙历险纪,https://live.ottiptv.cc/douyu/2287949
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avatar_v3/202505/5051a82e92bc482dbb296ffefd218f55_big.jpg" group-title=
LR1245,https://live.ottiptv.cc/douyu/12534632
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avatar_v3/202206/4a19e31284b14e2a893505b8c0a18ffd_big.jpg" group-title="
一起看港剧,https://live.ottiptv.cc/douyu/5061550
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avatar_v3/201909/7e5534093a9f45679db16d3d055ae564_bi-g.jpg" group-title=
刀刀de食堂,https://live.ottiptv.cc/douyu/6733133
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avatar/default/04_big.jpg" group-title=
脑袋大1937,https://live.ottiptv.cc/douyu/7655471
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avatar_v3/202512/708ef5db24944275a684380f2b15748c_big.jpg" group-title=
崔然竣舞台天才,https://live.ottiptv.cc/douyu/113158
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avatar_v3/202501/fd93fb0e31944204a02fedec51c491db_big.jpg" group-title=
追梦凌宝,https://live.ottiptv.cc/douyu/1377142
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avatar_v3/202308/7ac3ee34aa624efc9903a5407e4de39d_big.jpg" group-title=
mn静静nm,https://live.ottiptv.cc/douyu/5668371
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avatar_v3/201902/4a23b4202aa54ccfa7054e88a5b87527_big.jpg" group-title=
傲娇的超级赛亚人,https://live.ottiptv.cc/douyu/4373285
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avatar_v3/202204/c8551e211d0f4e0e8d0e40501355d35f_big.jpg" group-title=
往事vs随风1,https://live.ottiptv.cc/douyu/3113309
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avatar_v3/202209/7464f3be633f4e86899ff548e0687785_big.jpg" group-title=
7师傅,https://live.ottiptv.cc/douyu/17732
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avatar_v3/202009/4b45f49560f948f29948118fa690d53d_big.jpg" group-title="
是你的迷弟吖,https://live.ottiptv.cc/douyu/7039598
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avanew/face/201802/27/09/621d09c7651730db93e9081bc16f4f42_big.jpg" group-title=
甜漫妮666,https://live.ottiptv.cc/douyu/1569773
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avatar_v3/202409/cce3554153864b53b68a8a8e8c579296_big.jpg" group-title=
三国颜老师,https://live.ottiptv.cc/douyu/12253936
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avatar_v3/202107/5ef9d68abb5b45e4afefe8194b5dcd5c_big.jpg" group-title=
小约翰可汗,https://live.ottiptv.cc/douyu/9738854
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avatar_v3/202503/b18ac277189f44a5943d0b831ee0dfe6_big.jpg" group-title=
钟意嚼完唔松弟弟邊爐,https://live.ottiptv.cc/douyu/8912325
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avatar_v3/202104/792a22940e764b9d80bf0389990dd2ab_big.jpg" group-title=
老高与小茉的死忠粉,https://live.ottiptv.cc/douyu/236461
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avatar_v3/201906/65e27dfc059e4b608248289c026c2324_big.jpg" group-title=
草帽丶海贼团,https://live.ottiptv.cc/douyu/997925
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avatar_v3/202302/b47d17758975484c826f4f0787c2a2a8_big.jpg" group-title=
徐大sao,https://live.ottiptv.cc/douyu/7107176
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avatar_v3/202411/54adb764aba24e0f9ed1536054b8b275_big.jpg" group-title=
一把钢刀镇斗虞,https://live.ottiptv.cc/douyu/7356023
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avatar/default/02_big.jpg" group-title=
用户1275665728,https://live.ottiptv.cc/douyu/9067836
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avatar_v3/201906/03b1a43d2e644accb3a7d05159b2ef9a_big.jpg" group-title=
小姐姐不记得,https://live.ottiptv.cc/douyu/3700024
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avatar/default/15_big.jpg" group-title=
小迪迪丶希希,https://live.ottiptv.cc/douyu/12130861
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avatar_v3/202003/d9f8f285dfd44bcea3cc3e785cdb429e_big.jpg" group-title=
科幻Fans布玛,https://live.ottiptv.cc/douyu/3508304
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avatar/default/23_big.jpg" group-title=

胡椒粉的胡歌,https://live.ottiptv.cc/douyu/5448413
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avatar_v3/202309/a9b27e22efaa40e18a4b380830eb93db_big.jpg" group-title=
"一起看"一样二职,https://live.ottiptv.cc/douyu/11827530
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avatar_v3/202007/ac2ec21374664a9ca0bfe3851a5fdeb3_big.jpg" group-title=
开心锤锤动漫,https://live.ottiptv.cc/douyu/9018297
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avatar_v3/202310/9f791f6ca56f442988ba1922b7cc9f37_big.jpg" group-title=
蕃薯粥粥煮好了,https://live.ottiptv.cc/douyu/11878141
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avatar_v3/202011/9db730a594c34a7bb96c4408fd03aa24_big.jpg" group-title="原创IP", 自说自话的总裁
https://live.ottiptv.cc/douyu/9317739
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avatar_v3/202109/bf994a8b9969405a97522a81629ab03e_big.jpg" group-title=
奇兮兮悄陌,https://live.ottiptv.cc/douyu/953193
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avatar_v3/202501/d84ff1b1faac45d9a11353a29279cce5_big.jpg" group-title=
菠萝屋SpongeBob.https://live.ottiptv.cc/douyu/12400977
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avanew/face/201712/19/07/5e2df6dc5728b47edb1fa2436953ead8_big.jpg" group-title=
我砸晕了牛顿奥,https://live.ottiptv.cc/douyu/1218414
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avatar_v3/202405/3bc30006afe04a41b9d286d9b07d510e_big.jpg" group-title=
女团社颜老师,https://live.ottiptv.cc/douyu/11327316
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avatar_v3/202002/52a560175b194cb081b265b250c464a9_big.jpg" group-title=
cym009,https://live.ottiptv.cc/douyu/8231658
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avatar_v3/202105/19ba4a083d154904a748dd5a80372b70_big.jpg" group-title=
赵本山经典小品,https://live.ottiptv.cc/douyu/9817716
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avanew/face/201701/15/20/b41ea8596aec11e1dd2271268eacce3a_big.jpg" group-title=
 多发几个思雨.https://live.ottiptv.cc/douyu/7256376
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avatar_v3/201905/30592252cfc3465eb1c9c047a6b593c1_big.jpg" group-title=
 魔术师丶西索,https://live.ottiptv.cc/douyu/6610883
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avatar_v3/202212/cea9500b76dd431faaeea74dc63e3e33_big.jpg" group-title=
过往1908,https://live.ottiptv.cc/douyu/8721095
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avatar_v3/202211/be8f9ce84c0f497eb026d9e5d1b6cc34_big.jpg" group-title=
小雪宝cr,https://live.ottiptv.cc/douyu/920389
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avatar_v3/202106/752236d7a9b746d2a8e29b354e482260_big.jpg" group-title=
PP看动漫,https://live.ottiptv.cc/douyu/9837291
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avatar/017/11/51/34_avatar_big.jpg" group-title=
koanluowei,https://live.ottiptv.cc/douyu/10906963
#EXTINF:-1 tvg-logo="https://apic.douyucdn.cn/upload/avatar_v3/202012/f116dfa55d72414e80d89ae9774c103c_big.jpg" group-title=
OneGuy丶,https://live.ottiptv.cc/douyu/9734098
